   0.0000000e+00	   0.0000000e+00	
   2.7799600e-04	   5.5012100e-04	
   9.6619000e-05	   7.2899400e-04	
   2.1356300e-04	   1.9766700e-04	
   3.7014400e-04	   8.3017700e-04	
   1.2344100e-04	   7.2909500e-04	
   1.8763500e-04	   2.2795800e-04	
   9.6619000e-05	   7.2899400e-04	
   1.0418800e-04	   2.0185100e-04	
  -2.1743800e-04	   4.4086500e-04	
   1.9758900e-04	  -2.0300300e-04	
   3.2234100e-04	   3.4071500e-04	
  -3.7288700e-04	  -4.9792300e-04	
  -2.6632550e-03	  -9.3755500e-04	
  -2.8209690e-03	  -1.9293500e-03	
  -3.3575900e-03	  -1.4704360e-03	
  -3.8842560e-03	  -1.5578980e-03	
  -5.3120260e-03	  -1.9625760e-03	
  -5.5702330e-03	  -1.4743060e-03	
  -6.7753800e-03	  -2.1319390e-03	
  -6.9608690e-03	  -1.9966030e-03	
  -7.2519190e-03	  -1.7963870e-03	
  -7.1704390e-03	  -1.5618770e-03	
  -7.6821450e-03	  -1.8213250e-03	
  -1.0091723e-02	  -2.7887040e-03	
  -1.0387302e-02	  -3.1436200e-03	
  -1.1554599e-02	  -3.5551420e-03	
  -1.0837257e-02	  -3.5242930e-03	
  -1.1120916e-02	  -4.3782590e-03	
  -1.0547638e-02	  -5.1295570e-03	
  -1.0440171e-02	  -4.7702310e-03	
  -1.0097206e-02	  -4.8318320e-03	
  -1.0582507e-02	  -5.5512570e-03	
  -1.0397673e-02	  -6.0843050e-03	
  -1.0280550e-02	  -5.7988580e-03	
  -1.0421932e-02	  -6.1529390e-03	
  -1.0151744e-02	  -6.3337130e-03	
  -1.0472298e-02	  -6.7084430e-03	
  -1.0259450e-02	  -9.7273890e-03	
  -1.0529459e-02	  -9.3795730e-03	
  -1.0742546e-02	  -8.3847270e-03	
  -1.1196316e-02	  -9.1186500e-03	
  -1.0725678e-02	  -6.9376310e-03	
  -1.0667563e-02	  -7.1229560e-03	
  -1.0990143e-02	  -7.1206170e-03	
  -1.0777593e-02	  -6.5428690e-03	
  -1.0721207e-02	  -6.7585860e-03	
  -1.0891021e-02	  -6.9132110e-03	
  -1.0424793e-02	  -6.8164770e-03	
  -1.0508895e-02	  -7.5793160e-03	
  -1.1044205e-02	  -7.2635530e-03	
  -1.0793388e-02	  -7.5048320e-03	
  -1.1048973e-02	  -7.6891220e-03	
  -1.0611237e-02	  -7.6823130e-03	
  -1.0873139e-02	  -8.1080760e-03	
  -1.0821522e-02	  -5.7306030e-03	
  -1.0382951e-02	  -3.2039590e-03	
  -8.8745360e-03	   2.6570820e-03	
  -8.7763080e-03	   9.0339590e-03	
  -9.0224150e-03	   1.3049222e-02	
  -6.9910890e-03	   1.7746966e-02	
  -8.0677870e-03	   2.5007348e-02	
  -7.3772670e-03	   3.0852142e-02	
  -6.1934600e-03	   3.6594744e-02	
  -5.2481300e-03	   4.1669685e-02	
  -3.7327410e-03	   4.7435876e-02	
  -1.7287140e-03	   5.4953668e-02	
   9.3567300e-04	   6.1360579e-02	
   3.0577180e-03	   6.7690674e-02	
   4.8093190e-03	   7.4404519e-02	
   8.3147280e-03	   8.2073334e-02	
   1.1287093e-02	   8.8444311e-02	
   1.6013026e-02	   9.6056808e-02	
   2.0285844e-02	   1.0375402e-01	
   2.4683415e-02	   1.1131612e-01	
   2.9861927e-02	   1.1949963e-01	
   3.5205423e-02	   1.2785836e-01	
   4.0641784e-02	   1.3683874e-01	
   4.5789957e-02	   1.4469454e-01	
   5.0576746e-02	   1.5227621e-01	
   5.6232392e-02	   1.6155771e-01	
   6.1239480e-02	   1.6975606e-01	
   6.6046535e-02	   1.7738900e-01	
   7.0940613e-02	   1.8569239e-01	
   7.5829863e-02	   1.9337432e-01	
   8.0788075e-02	   2.0195470e-01	
   8.5247457e-02	   2.1137667e-01	
   8.9391469e-02	   2.1882043e-01	
   9.3483328e-02	   2.2657728e-01	
   9.7872674e-02	   2.3490501e-01	
   1.0217219e-01	   2.4229023e-01	
   1.0712755e-01	   2.4999953e-01	
   1.1112291e-01	   2.5764102e-01	
   1.1585367e-01	   2.6508049e-01	
   1.2030160e-01	   2.7265990e-01	
   1.2667930e-01	   2.7979774e-01	
   1.3251626e-01	   2.8665257e-01	
   1.3847369e-01	   2.9262513e-01	
   1.4425749e-01	   2.9803828e-01	
   1.5133494e-01	   3.0405203e-01	
   1.5814060e-01	   3.0772534e-01	
   1.6447955e-01	   3.1261015e-01	
   1.7302084e-01	   3.1534300e-01	
   1.7976397e-01	   3.1909883e-01	
   1.8765408e-01	   3.2158920e-01	
   1.9572383e-01	   3.2352457e-01	
   2.0269561e-01	   3.2572046e-01	
   2.1144175e-01	   3.2549909e-01	
   2.1949828e-01	   3.2574371e-01	
   2.2710305e-01	   3.2619402e-01	
   2.3350847e-01	   3.2460720e-01	
   2.4177569e-01	   3.2192421e-01	
   2.4845815e-01	   3.2041353e-01	
   2.5436544e-01	   3.1737325e-01	
   2.6202983e-01	   3.1489715e-01	
   2.6731503e-01	   3.1047237e-01	
   2.7426225e-01	   3.0499182e-01	
   2.8011537e-01	   3.0181802e-01	
   2.8322524e-01	   2.9747618e-01	
   2.8800559e-01	   2.9558832e-01	
   2.9001653e-01	   2.9408142e-01	
   2.9260707e-01	   2.9228780e-01	
   2.9444802e-01	   2.9132134e-01	
   2.9559666e-01	   2.9186046e-01	
   2.9718196e-01	   2.9091642e-01	
   2.9624516e-01	   2.8995330e-01	
   2.9673356e-01	   2.8969091e-01	
   2.9599363e-01	   2.8974086e-01	
   2.9616910e-01	   2.8904766e-01	
   2.9595125e-01	   2.8997150e-01	
   2.9644364e-01	   2.8989736e-01	
   2.9589248e-01	   2.8961984e-01	
   2.9551792e-01	   2.8964159e-01	
   2.9666442e-01	   2.8936777e-01	
   2.9646778e-01	   2.8918031e-01	
