   6.7900000e-03	   7.7550000e-03	  -9.8957376e-03	
  -9.7520000e-03	  -1.1862000e-02	  -9.9015496e-03	
  -4.2260000e-03	  -3.8880000e-03	  -9.9143254e-03	
   1.0030000e-03	  -5.9550000e-03	  -9.9190552e-03	
   7.9330000e-03	  -1.2083000e-02	  -9.9078676e-03	
   6.7800000e-04	   2.2035000e-02	  -9.9236280e-03	
  -4.8000000e-05	  -5.7670000e-03	  -9.9270314e-03	
  -1.3201000e-02	  -1.0800000e-03	  -9.9294225e-03	
  -2.4270000e-03	  -2.7460000e-03	  -9.9499650e-03	
  -1.0175000e-02	  -2.7300000e-03	  -9.9436120e-03	
  -4.7520000e-03	   1.7509000e-02	  -9.9629153e-03	
   1.8847000e-02	  -1.3750000e-02	  -9.9290908e-03	
   1.6790000e-03	   3.7400000e-04	  -9.9369448e-03	
  -1.0654000e-02	  -1.1720000e-02	  -9.9384458e-03	
  -1.1686000e-02	   9.4430000e-03	  -9.8915663e-03	
   2.2744000e-02	  -1.2880000e-03	  -9.8941494e-03	
  -1.3067000e-02	  -4.8510000e-03	  -9.9148664e-03	
   1.1292000e-02	  -1.3019000e-02	  -9.9265950e-03	
  -4.5530000e-03	  -6.0600000e-04	  -9.9298762e-03	
  -2.9240000e-03	   8.1510000e-03	  -9.9208180e-03	
  -1.1018000e-02	   8.8060000e-03	  -9.8931894e-03	
   8.0670700e-01	   5.9596000e-02	  -9.7685206e-03	
   5.8412910e+00	   7.0051200e-01	   2.0092230e-04	
  -8.7541120e+00	  -3.5753450e+00	   3.1234220e-02	
  -7.6202500e-01	  -7.7779800e-01	   6.4321125e-02	
  -1.0671698e+01	   4.8586180e+00	   9.0251115e-02	
   3.9309030e+00	  -5.6823420e+00	   1.2011775e-01	
  -4.2018040e+00	   2.4147710e+00	   1.4474693e-01	
   6.7930280e+00	  -2.5508560e+00	   1.7168804e-01	
   5.7985320e+00	   9.9552700e-01	   1.9884386e-01	
  -3.9613000e-02	   1.1084580e+00	   2.1893754e-01	
  -1.0911400e+00	   3.6827080e+00	   2.4023050e-01	
  -3.5067350e+00	  -6.1550680e+00	   2.5974348e-01	
   1.3045490e+00	   3.4234990e+00	   2.7985206e-01	
   1.2078670e+00	  -7.4042400e-01	   2.9964490e-01	
